Time;Fps;ReservedMemory;AllocatedMemory;GameObjectCount;activeGameObjectCount;visibleGameObjectCount
1.021685;26;23583788;15569520;12;11;0
2.023016;31;23583316;15569264;12;11;0
3.024253;30;23583351;15569272;12;11;0
4.025714;30;23583351;15569272;12;11;0
5.027171;30;23583351;15569272;12;11;0
6.028564;29;23725058;15706983;16;15;1
7.029772;30;23725058;15706983;16;15;1
8.031468;30;23725058;15706983;16;15;0
9.033662;30;23725058;15706983;16;15;0
10.03595;30;23725058;15706983;16;15;0
11.0366;30;23725028;15706899;16;14;0
12.03936;30;23725028;15706899;16;14;0
13.03993;30;23725028;15706899;16;14;0
14.0418;30;23725028;15706899;16;14;0
15.04264;30;23725028;15706899;16;14;0
16.04503;30;23725028;15706899;16;14;0
17.04635;30;23732342;15713079;20;18;1
18.04642;30;23732342;15713079;20;18;1
19.05011;30;23735716;15715967;24;22;0
20.08312;30;23737205;15716781;24;22;1
21.11842;28;23744609;15723234;24;22;1
22.15067;30;23744609;15723234;24;22;2
23.15271;30;23744609;15723234;24;22;1
24.15566;30;23748383;15726063;24;22;1
25.18869;30;23748313;15726047;24;22;1
26.19007;30;23748313;15726047;24;22;0
27.19192;30;23748313;15726047;24;22;0
28.19256;30;23748313;15726047;24;22;0
29.19384;30;23748313;15726047;24;22;0
30.19482;30;23748313;15726047;24;22;0
31.19622;30;23748313;15726047;24;22;0
32.19723;30;23748313;15726047;24;22;0
33.19908;30;23748313;15726047;24;22;0
34.20054;30;23748313;15726047;24;22;0
35.20134;30;23748313;15726047;24;22;0
36.20292;30;23748313;15726047;24;22;0
37.2046;30;23748313;15726047;24;22;0
38.21004;30;23748313;15726047;24;22;0
39.21164;30;23748313;15726047;24;22;0
40.21245;30;23752657;15729338;28;26;1
41.21418;30;23753375;15729786;28;26;1
42.21593;30;23751949;15728954;28;26;1
43.21651;30;23751949;15728954;28;26;0
44.21874;30;23766906;15742615;32;30;1
45.22015;30;23766500;15742371;32;30;0
46.22044;30;23765792;15741987;32;30;0
47.22274;30;23765792;15741987;32;30;0
48.22308;30;23765792;15741987;32;30;0
49.22466;30;23765792;15741987;32;30;0
50.22644;30;23770376;15745788;36;34;1
51.22782;30;23770008;15745528;36;34;0
52.22865;30;23770008;15745528;36;34;0
53.23044;30;23770008;15745528;36;34;0
54.23145;30;23770008;15745528;36;34;0
55.23246;30;23769788;15745416;36;29;0
56.23342;30;23773139;15747795;40;33;1
57.23416;30;23772785;15747603;40;33;0
58.23638;30;23772431;15747411;40;33;0
59.23767;30;23777151;15751105;44;37;1
60.23911;30;23777783;15751575;44;37;1
61.24046;30;23777429;15751383;44;37;0
62.24096;30;23782063;15754883;48;41;1
63.24207;30;23781755;15754683;48;41;1
64.25166;30;23781047;15754299;48;41;0
65.27874;30;23784170;15756450;52;45;1
66.28165;30;23784170;15756450;52;45;1
67.28191;30;23783462;15756066;52;45;1
68.28244;30;23783462;15756066;52;45;0
69.28378;30;23788178;15759837;56;49;1
70.28528;30;23787228;15759157;56;49;3
71.28669;30;23787228;15759157;56;49;4
72.28805;30;23787228;15759157;56;49;4
73.28902;30;23787228;15759157;56;49;4
74.29048;30;23787228;15759157;56;49;4
75.29143;30;23787228;15759157;56;49;4
76.29295;30;23787228;15759157;56;49;4
77.29453;30;23787228;15759157;56;49;4
78.29572;30;23787228;15759157;56;49;4
79.29734;30;23787228;15759157;56;49;2
80.29931;30;23787228;15759157;56;49;0
81.31732;29;23787228;15759157;56;49;0
82.31873;30;23787228;15759157;56;49;0
83.32005;30;23787228;15759157;56;49;0
84.32146;30;23791351;15762524;60;53;1
85.33646;7;23791821;15762974;60;47;0
86.33795;30;23791821;15762974;60;47;0
87.34058;30;23791467;15762782;60;47;0
88.3419;30;23791467;15762782;60;47;0
89.34332;30;23791699;15762906;60;48;1
90.34455;30;23791699;15762906;60;48;1
91.34529;30;23791699;15762906;60;48;1
92.34747;30;23791699;15762906;60;48;1
93.3484;30;23795403;15765719;60;48;1
94.34982;30;23795403;15765719;60;48;0
95.35088;30;23795187;15765611;60;47;0
96.3527;30;23795187;15765611;60;47;0
97.35447;30;23795187;15765611;60;47;0
98.35506;30;23795187;15765611;60;47;0
99.36089;30;23795187;15765611;60;47;0
100.3917;30;23795187;15765611;60;47;0
101.3927;30;23795187;15765611;60;47;0
102.395;30;23795187;15765611;60;47;0
103.396;30;23795187;15765611;60;47;0
104.3967;30;23795187;15765611;60;47;0
105.3986;30;23795187;15765611;60;47;0
106.3995;30;23795187;15765611;60;47;0
107.4019;30;23795187;15765611;60;47;0
108.4034;30;23795187;15765611;60;47;0
109.404;30;23795187;15765611;60;47;0
110.4047;30;23795187;15765611;60;47;0
111.4067;30;23795187;15765611;60;47;0
112.4083;30;23795187;15765611;60;47;0
113.409;30;23795187;15765611;60;47;0
114.41;30;23795788;15765915;60;48;1
115.4123;30;23795788;15765915;60;48;0
116.4131;30;23795434;15765723;60;48;0
117.4148;30;23795434;15765723;60;48;0
118.4166;30;23795434;15765723;60;48;0
119.4176;30;23795434;15765723;60;48;0
120.4176;30;23799463;15768942;64;52;1
121.4196;30;23803167;15771755;64;52;1
122.4205;30;23803167;15771755;64;52;0
123.4227;30;23802943;15771639;64;50;0
124.4237;30;23802943;15771639;64;50;0
125.4246;30;23802589;15771447;64;50;0
126.4263;30;23802589;15771447;64;50;0
127.4279;30;23802589;15771447;64;50;0
128.4296;30;23802589;15771447;64;50;0
129.431;30;23802589;15771447;64;50;0
130.4323;30;23802589;15771447;64;50;0
131.4342;30;23802589;15771447;64;50;0
132.4353;30;23802589;15771447;64;50;0
133.4365;30;23802624;15771455;64;50;0
