Time;Fps;ReservedMemory;AllocatedMemory;GameObjectCount;activeGameObjectCount;visibleGameObjectCount
114.2127;60;24665200;16842285;38;37;7
115.2143;60;24668230;17486901;38;37;7
116.2159;60;24669004;16846355;38;37;7
117.2175;60;24670444;16847263;38;37;7
118.2191;60;24670297;16846983;38;37;7
119.2207;60;24671690;16847863;38;37;7
120.2223;60;24672320;16848151;38;37;7
121.2244;60;24668654;16846271;38;37;7
122.226;60;24667567;16845241;38;37;1
123.2277;60;24670464;16847625;38;37;7
124.2294;60;24670117;16847221;38;37;1
125.2311;60;24668787;16846613;38;37;1
126.2328;60;24672987;17476540;38;37;1
127.2349;60;24671937;16848053;38;37;1
128.2367;60;24670677;17623239;38;37;1
129.2386;60;24669347;16846869;38;37;1
130.24;60;24668087;16846293;38;37;1
131.2415;60;24672287;16848213;38;37;1
132.2434;60;24671727;16847767;38;37;2
133.245;60;24670722;16847275;38;37;2
134.2467;60;24669419;16846675;38;37;2
135.2483;60;24671850;16848992;38;37;2
136.25;60;24676470;16851104;38;37;2
137.2516;60;24675350;16850592;38;37;2
138.2532;60;24673842;16849844;38;37;1
139.2549;60;24671925;16848706;38;37;1
140.257;60;24670665;16848130;38;37;1
141.2589;60;24674865;16850050;38;37;1
142.2607;60;24673745;16889005;38;37;1
143.2622;60;24672485;17476969;38;37;1
144.2639;60;24671225;16848386;38;37;1
145.2657;60;24675425;17625448;38;37;1
146.2672;60;24674375;17183873;38;37;1
147.2685;60;24673115;16849250;38;37;1
148.2701;60;24671785;17329514;38;37;1
149.2717;60;24670525;16887533;38;37;1
150.2733;60;24674725;17477993;38;37;1
151.2749;60;24675413;16850674;38;37;2
152.2769;60;24674167;17405935;38;37;2
153.2786;60;24676117;17255428;38;37;2
154.2803;60;24675435;16851855;38;37;2
155.282;60;24679221;16853551;38;37;2
156.2837;60;24678795;16853391;38;37;2
157.2854;60;24677899;16853027;38;37;3
158.2871;61;24677225;16852695;38;37;3
159.2888;60;24676819;17412367;38;37;3
160.2905;60;24675593;16851899;38;37;3
161.2917;60;24678773;16854604;38;37;3
162.2933;60;24682413;16855964;38;37;3
163.2948;60;24682980;16856664;38;37;3
164.2964;60;24681394;16855800;38;37;1
165.2987;60;24679477;16854662;38;37;1
166.3006;60;24678217;16854086;38;37;1
167.3024;60;24682417;16856006;38;37;1
168.3043;60;24682701;16856480;38;37;2
169.3057;60;24680266;16855014;38;37;1
170.3073;60;24680562;16855500;38;37;2
171.3089;60;24679584;16855016;38;37;3
172.3105;60;24679307;16854948;38;37;3
173.3121;60;24683055;16856568;38;37;3
174.3137;60;24682751;16856492;38;37;3
175.3165;60;24682076;16856102;38;37;3
176.3185;60;24680295;17699767;38;37;3
177.3203;60;24680539;17632602;38;37;4
178.3221;60;24680012;16854912;38;37;4
179.324;60;24679347;16854532;38;37;3
180.3254;60;24679731;16855144;38;37;3
181.3272;60;24678823;16854692;38;37;3
182.329;60;24683302;16856796;38;37;3
183.3306;60;24682289;16856220;38;37;3
184.332;60;24681589;16855900;38;37;3
185.3338;60;24681411;16855912;38;37;3
186.3356;60;24680433;16969280;38;37;3
187.3373;60;24680109;16855332;38;37;3
188.3391;60;24679675;17707067;38;37;3
189.3409;60;24682594;16856452;38;37;3
190.3426;60;24682472;16856308;38;37;3
191.3444;60;24682462;16856412;38;37;3
192.3461;60;24681565;17116043;38;37;3
193.3479;60;24680935;16970070;38;37;3
194.3496;60;24679952;16855156;38;37;3
195.3514;60;24679732;16855164;38;37;3
196.3532;60;24678649;16854556;38;37;3
197.3549;60;24682238;17406385;38;37;3
198.3567;60;24681972;16855922;38;37;3
199.3584;60;24681048;16855454;38;37;3
200.3602;60;24680391;16855158;38;37;3
201.362;60;24679080;16854474;38;37;1
202.3637;60;24677820;16853898;38;37;1
203.3655;60;24682020;16855818;38;37;2
204.3672;60;24682288;16856124;38;37;2
205.369;60;24680824;16855420;38;37;2
206.3708;60;24679957;16855028;38;37;2
207.3725;60;24678574;16854348;38;37;2
208.374;60;24683002;16856420;38;37;2
209.3755;60;24683802;16857524;38;37;3
210.3773;60;24682553;16856864;38;37;3
211.3791;59;24682273;16856736;38;37;3
212.3804;61;24681940;16856688;38;37;3
213.3822;60;24681086;16856252;38;37;3
214.384;59;24679306;16854776;38;37;3
215.3853;61;24677919;16853902;38;37;3
216.3869;60;24681612;16855486;38;37;3
217.3885;60;24680911;16855146;38;37;1
218.3902;60;24681857;16856092;38;37;2
219.3923;60;24679146;16854502;38;37;1
220.3943;60;24679575;16855064;38;37;3
221.3962;60;24677583;16853794;38;37;1
222.3975;60;24681748;16855714;38;37;1
223.3992;60;24680733;16855234;38;37;1
224.4013;60;24679473;16854658;38;37;1
225.403;60;24678108;16854034;38;37;1
226.4046;60;24682343;16855970;38;37;1
227.4063;60;24681293;16855490;38;37;1
228.408;61;24680033;16854914;38;37;1
229.4097;60;24678703;16854306;38;37;1
230.4113;60;24677443;17403385;38;37;1
231.413;60;24681643;16963590;38;37;1
232.4151;60;24680593;17552580;38;37;1
233.4168;60;24679333;16854594;38;37;1
234.4185;60;24678003;16853986;38;37;1
235.4201;60;24682203;17258426;38;37;1
236.4223;60;24681153;17847106;38;37;1
237.4241;60;24679893;16854850;38;37;1
238.4259;60;24678633;16854274;38;37;1
239.4277;60;24679778;16855628;38;37;2
240.4295;60;24680895;16856384;38;37;8
241.4313;60;24682518;16857304;38;37;7
242.4331;60;24683156;16857600;38;37;7
243.4349;60;24684264;16858404;38;37;2
244.4367;60;24683163;17337096;38;37;2
245.4385;60;24681016;17406217;38;37;1
246.4403;60;24680223;17778296;38;37;2
247.4421;60;24683734;16857380;38;37;1
248.4439;60;24683856;16857692;38;37;2
249.4457;61;24682723;16857148;38;37;2
250.4475;60;24680605;16855524;38;37;2
251.4493;60;24679359;16854924;38;37;2
252.4511;60;24683101;16856576;38;37;1
253.4529;60;24682929;16856556;38;37;2
254.4547;60;24682164;16856228;38;37;2
255.4565;60;24680707;17258032;38;37;1
256.4583;60;24681309;16856532;38;37;2
257.4601;60;24680203;16855996;38;37;2
258.4624;60;24684263;16857852;38;37;2
259.4643;60;24683335;16857380;38;37;2
260.4662;60;24681458;16856282;38;37;1
261.4681;60;24680142;16855650;38;37;1
262.47;60;24678882;17405039;38;37;1
263.4719;59;24683082;16856994;38;37;1
264.4738;60;24681962;17553272;38;37;1
265.4757;60;24680702;16855906;38;37;1
266.4776;60;24679372;16855298;38;37;1
267.4792;60;24683572;17259428;38;37;1
268.4812;60;24682522;16856738;38;37;1
269.4826;60;24681262;17406127;38;37;1
270.4843;60;24680002;16855586;38;37;1
271.486;59;24678742;16855010;38;37;1
272.4877;61;24682942;16856930;38;37;1
273.4902;60;24682285;17702411;38;37;2
274.4917;60;24679830;16854958;38;37;1
275.4936;60;24678570;16854382;38;37;1
276.4954;60;24682770;16856302;38;37;1
277.4968;60;24681615;16855774;38;37;1
278.4983;60;24680390;16855214;38;37;1
279.5005;60;24679060;16854606;38;37;1
280.5024;60;24677800;16854030;38;37;1
281.5042;60;24682000;16855950;38;37;1
282.5061;60;24680915;16855454;38;37;1
283.508;60;24679690;16854894;38;37;1
284.5095;60;24678360;16854286;38;37;1
285.5113;60;24682525;16856190;38;37;1
286.5131;60;24681510;16855726;38;37;1
287.5149;60;24680250;16963090;38;37;1
288.5167;60;24680581;16855652;38;37;2
289.5185;60;24678737;16854720;38;37;1
290.5203;59;24683591;16857028;38;37;2
291.5221;60;24682805;16856736;38;37;3
292.5234;61;24681359;16855936;38;37;3
293.525;60;24681475;16856128;38;37;3
294.527;60;24679302;16854734;38;37;3
295.5286;60;24679851;16855112;38;37;3
296.5302;60;24678205;16853998;38;37;3
297.5318;58;26064817;18238501;38;37;1
298.5334;61;27661821;20294097;38;37;1
299.5349;60;27660634;19828390;38;37;1
300.5365;60;30429166;22596314;38;37;2
301.5381;60;30428208;22595774;38;37;2
302.5397;60;30427298;23647546;38;37;2
303.5417;60;30428024;22596426;38;37;3
304.5434;60;30431776;22598050;38;37;3
305.5451;60;30431860;22598134;38;37;2
306.5468;60;30430060;22596980;38;37;1
307.5485;60;30429080;22596532;38;37;1
308.5501;59;30427890;23359781;38;37;1
309.5518;61;30426770;22595476;38;37;1
310.5535;60;30430970;23082682;38;37;1
311.5556;60;30429920;22596916;38;37;1
312.5575;60;30428800;22596404;38;37;1
313.5594;60;30427680;22595892;38;37;1
314.5612;60;30426560;22595380;38;37;1
315.5627;60;30430760;22597300;38;37;1
316.5642;60;30429675;22596804;38;37;1
317.5657;60;30428590;23605455;38;37;1
318.5672;60;30427470;22595796;38;37;1
319.5694;60;30426350;22595284;38;37;1
320.5714;59;30430550;22597204;38;37;1
321.5729;61;30429500;22596724;38;37;1
322.5747;60;30428380;22596212;38;37;1
323.5766;60;30427260;22595684;38;37;1
324.5779;60;30431425;22597604;38;37;1
325.5795;61;30430667;22596922;38;37;2
326.5811;60;30429841;23615344;38;37;2
327.5833;60;30428931;22596098;38;37;3
328.5851;60;30429591;22597138;38;37;3
329.587;60;30428481;22595990;38;37;3
330.5883;60;30426798;23617905;38;37;3
331.5899;60;30426564;22595042;38;37;3
332.5916;60;30430508;22596782;38;37;3
333.5932;60;30432155;22598334;38;37;4
334.5948;60;30431469;22597990;38;37;4
335.5964;60;30431556;22597982;38;37;4
336.5981;60;30431454;22597994;38;37;3
337.5997;60;30430296;22597216;38;37;3
338.6013;60;30428847;22596432;38;37;1
339.6036;59;30427797;22595952;38;37;1
340.6055;61;30427250;22595538;38;37;2
341.6074;60;30429952;23327056;38;37;1
342.6093;60;30429217;22596080;38;37;1
343.6107;61;30429987;22596850;38;37;3
344.6123;60;30428080;22595608;38;37;3
345.6144;60;30426946;22595044;38;37;1
346.6165;60;30425896;22594564;38;37;1
347.6182;60;30430096;23081770;38;37;1
348.6198;60;30429046;22596004;38;37;1
349.6216;60;30427926;22595492;38;37;1
350.623;60;30426806;22594980;38;37;1
351.6246;60;30425686;23146110;38;37;1
352.6262;60;30430748;22596794;38;37;2
353.6284;60;30429820;22596322;38;37;3
354.6298;60;30428274;22595308;38;37;1
355.6311;60;30427504;22981403;38;37;1
356.633;60;30426384;22980891;38;37;1
357.6347;60;30425264;22593932;38;37;1
358.6365;60;30429464;22982299;38;37;1
359.6382;60;30430540;23484484;38;37;2
360.64;60;30427992;23604667;38;37;1
361.6417;60;30426872;22595008;38;37;1
362.6434;59;30425752;22594496;38;37;1
363.6447;60;30429952;22596416;38;37;1
364.6461;61;30428902;22595936;38;37;1
365.6476;60;30427782;22595424;38;37;1
366.6497;60;30426662;22594912;38;37;1
367.6514;60;30425542;22594400;38;37;1
368.653;60;30429742;22596320;38;37;1
369.6548;60;30428692;22595840;38;37;1
370.6564;56;31811003;23978531;38;37;1
371.6581;60;31810191;23978099;38;37;1
372.6598;60;31809071;24495406;38;37;1
373.6615;60;31813271;23979507;38;37;1
374.6631;60;31812221;23979027;38;37;1
375.6648;60;31811101;23978515;38;37;1
376.6665;56;33193552;25361270;38;37;1
377.6682;60;33193805;25361504;38;37;2
378.6699;60;33196484;25601690;38;37;1
379.6721;60;33198569;25364368;38;37;2
380.6736;60;33196321;25602274;38;37;2
381.6752;60;33194566;25601184;38;37;2
382.6772;60;33193824;25600474;38;37;1
