Time;Fps;ReservedMemory;AllocatedMemory;GameObjectCount;activeGameObjectCount;visibleGameObjectCount
1.015506;34;24578942;16763102;38;37;1
2.01719;61;24577542;16762386;38;37;1
3.021858;60;24576002;16761682;38;37;1
4.023543;60;24574666;16761106;38;37;1
5.02523;60;24617326;16982025;38;37;2
6.027319;60;24616614;16799881;38;37;2
7.029594;60;24615658;16799533;38;37;2
8.031079;60;24614538;16799021;38;37;2
9.038426;60;24618598;16800877;38;37;2
10.04027;60;24617548;16800397;38;37;2
11.04211;60;24616288;16799821;38;37;2
12.04394;60;24614800;16799093;38;37;2
13.04578;60;24612909;16798019;38;37;2
14.04763;60;24619164;16801671;38;37;3
15.04947;60;24618102;16801103;38;37;3
16.05174;60;24617500;16800919;38;37;3
17.05346;60;24616497;16800467;38;37;3
18.05519;59;24615226;16799823;38;37;3
19.05738;60;24619399;16801735;38;37;3
20.05914;60;24618263;17136365;38;37;3
21.06088;60;24617218;16800447;38;37;3
22.06261;60;24616996;17135525;38;37;3
23.06431;60;24615832;16800163;38;37;3
24.06651;61;24620032;16802083;38;37;3
25.06821;59;24619192;16801699;38;37;3
26.07044;61;24617730;16800655;38;37;3
27.07251;60;24617568;16800987;38;37;3
28.07422;60;24616742;16800655;38;37;3
29.0758;60;24614339;16799221;38;37;3
30.0774;60;24630235;16811706;38;37;3
31.07932;60;24629076;16811098;38;37;1
32.08078;60;24627711;16810474;38;37;1
33.08321;60;24626171;16809770;38;37;1
34.08466;60;24632004;16812810;38;37;2
35.08614;60;24629316;16811224;38;37;1
36.08819;60;24627881;16810568;38;37;1
37.08992;60;24626376;16809880;38;37;1
38.09167;60;24634224;16814992;38;37;2
39.09341;60;24632688;16814216;38;37;2
40.09563;60;24631726;16813824;38;37;2
41.09734;60;24629263;16812406;38;37;2
42.09953;60;24628371;16812046;38;37;2
43.10128;60;24632203;16813750;38;37;2
44.10303;60;24631381;16813422;38;37;2
45.10479;60;24629893;17509842;38;37;2
46.10655;60;24628403;16812002;38;37;1
47.10875;60;24632603;16813922;38;37;1
48.11049;60;24631343;16813346;38;37;1
49.11223;60;24629803;16812642;38;37;1
50.11398;60;24628263;16811938;38;37;1
51.1162;60;24632428;16813842;38;37;1
52.118;60;24632359;17659791;38;37;2
53.1198;60;24630753;16813174;38;37;2
54.12198;60;24629643;16812694;38;37;2
55.12357;60;24633921;16814670;38;37;2
56.12597;60;24631546;16813264;38;37;1
57.12795;60;24629971;16812544;38;37;1
58.12993;60;24628466;17145903;38;37;1
59.13191;60;24632666;16813776;38;37;1
60.13388;60;24631336;16813168;38;37;1
61.13588;60;24629796;16851931;38;37;1
62.13766;60;24628256;16811760;38;37;1
63.13921;60;24632456;17000592;38;37;1
64.14084;60;24631126;16813072;38;37;1
65.14329;60;24629586;16812368;38;37;1
66.14489;60;24628046;17734561;38;37;1
67.14682;60;24632246;16813584;38;37;1
68.14877;60;24630916;16812976;38;37;1
69.1507;60;24629376;17440279;38;37;1
70.15263;59;24627836;16811568;38;37;1
71.15458;61;24632001;16813472;38;37;1
72.15651;60;24630706;16812880;38;37;1
73.15845;60;24629166;17734453;38;37;1
74.1604;60;24627626;16811472;38;37;1
75.16233;60;24635610;16816549;38;37;2
76.16428;60;24633039;16815023;38;37;1
77.16621;60;24631779;16814447;38;37;1
78.16816;60;24630309;16813775;38;37;1
79.1701;60;24634509;16815695;38;37;1
80.17205;60;24633179;16815087;38;37;1
81.17398;60;24631779;16814447;38;37;1
82.17593;60;24630379;16813807;38;37;1
83.17786;58;24634544;16815711;38;37;1
84.17979;60;24633249;16815119;38;37;1
85.18173;60;24631849;16814479;38;37;1
86.18369;60;24630449;16813839;38;37;1
87.18562;60;24634649;16815759;38;37;1
88.18756;60;24633319;16815151;38;37;1
89.1895;60;24631919;16814511;38;37;1
90.19144;60;24631159;16814397;38;37;1
91.19338;60;24635359;16816317;38;37;1
92.19531;60;24634029;16815709;38;37;1
93.19726;60;24632594;16815053;38;37;1
94.1992;60;24631229;16814429;38;37;1
95.20113;60;24635429;16816349;38;37;1
96.20307;60;24634099;16923681;38;37;1
97.20502;60;24632699;16815101;38;37;1
98.20697;60;24631299;16814461;38;37;1
99.20891;60;24635499;16816381;38;37;1
100.2108;60;24634169;16815773;38;37;1
101.2128;60;24632769;16815133;38;37;1
102.2146;60;24631369;16814493;38;37;1
103.2162;60;24635569;16816413;38;37;1
104.218;60;24634239;16815805;38;37;1
105.2199;60;24632839;17070240;38;37;1
106.2223;60;24631439;16814525;38;37;1
107.2243;60;24635639;16816445;38;37;1
108.2263;60;24634274;16815821;38;37;1
109.2283;60;24632909;16815197;38;37;1
110.23;60;24633996;16816398;38;37;2
111.2322;60;24632047;16815418;38;37;1
112.2339;60;24635654;16816441;38;37;2
113.236;60;24634338;16815809;38;37;2
114.2381;60;24633323;16815345;38;37;2
115.2398;60;24631190;16814143;38;37;2
116.2417;60;24635347;16816039;38;37;2
117.2436;60;24634375;16815599;38;37;2
118.2455;60;24634262;16815809;38;37;2
119.2475;60;24632057;16922785;38;37;2
120.2498;60;24631015;16814063;38;37;2
121.2517;60;24635137;16815943;38;37;2
122.2535;60;24635096;16816206;38;37;3
123.2554;60;24633989;16815726;38;37;3
124.2573;60;24631765;16814376;38;37;1
125.2596;60;24633232;16816090;38;37;2
126.2615;60;24637236;16817890;38;37;2
127.2634;60;24635958;16817258;38;37;2
128.2653;60;24635066;16816898;38;37;2
129.2672;59;24633648;16816202;38;37;2
130.2691;60;24632493;16815674;38;37;2
131.271;61;24636956;16926012;38;37;2
132.2729;60;24634581;16816356;38;37;1
133.2748;59;24633216;16815732;38;37;1
134.2767;61;24631851;16815108;38;37;1
135.2786;60;24636051;17219238;38;37;1
136.2805;60;24634791;16816452;38;37;1
137.2824;60;24633391;16815812;38;37;1
138.2843;60;24631991;16923112;38;37;1
139.2858;60;24636156;16817076;38;37;1
140.2877;60;24634861;17071559;38;37;1
141.2897;60;24633461;16815844;38;37;1
142.2916;60;24632061;16815204;38;37;1
143.2935;60;24636681;16816974;38;37;2
144.2954;60;24634627;16815946;38;37;1
145.2973;60;24632500;16814712;38;37;1
146.2993;60;24631100;16853539;38;37;1
147.3012;59;24635300;16815992;38;37;1
148.3031;61;24633970;16815384;38;37;1
149.305;60;24632570;16814744;38;37;1
150.3069;60;24631170;16814104;38;37;1
151.3083;60;24635370;17738301;38;37;1
152.3099;60;24634040;16815416;38;37;1
153.3116;60;24632640;16814776;38;37;1
154.3133;60;24631240;16814136;38;37;1
155.315;60;24635440;17002658;38;37;1
156.3167;60;24634110;16815448;38;37;1
157.3184;60;24632780;16814840;38;37;1
158.3201;60;24631380;16814200;38;37;1
159.3223;60;24631501;16814606;38;37;2
160.324;60;24635645;17150910;38;37;2
161.3258;60;24633130;16815000;38;37;1
162.3276;60;24633023;16815254;38;37;2
163.3293;60;24632005;16814806;38;37;2
164.3311;60;24635837;16816510;38;37;2
165.3329;59;24643083;17600037;38;37;2
166.3346;60;24641928;16822553;38;37;2
167.3363;60;24640450;16821873;38;37;2
168.3381;60;24639653;16821513;38;37;2
169.3399;60;24642846;16822711;38;37;2
170.3416;60;24643082;16823137;38;37;3
171.3434;60;24642061;16822629;38;37;3
172.3452;60;24644765;16825010;38;37;3
173.3469;60;24642793;16823836;38;37;1
174.3487;60;24641533;16823260;38;37;1
175.3504;60;24645733;17080565;38;37;1
176.3522;60;24644683;16824700;38;37;1
177.354;60;24643423;16824124;38;37;1
178.3557;60;24642163;17814918;38;37;1
179.3575;60;24640903;17372627;38;37;1
180.3592;60;24645103;16824892;38;37;1
181.3615;60;24644053;17521202;38;37;1
182.3632;60;24642793;16823836;38;37;1
183.365;60;24641533;16823260;38;37;1
184.3672;60;24646693;16825646;38;37;2
185.3687;60;24645572;16825114;38;37;2
186.3703;60;24644098;16824362;38;37;2
187.3724;60;24642607;16823536;38;37;2
188.374;60;24641329;16822904;38;37;2
189.3756;60;24645299;16824708;38;37;1
190.3772;60;24644389;16824292;38;37;1
191.3788;60;24643339;16823812;38;37;1
192.3805;60;24642009;16823204;38;37;1
193.3821;60;24640749;16822628;38;37;1
194.3837;60;24644949;16824548;38;37;1
195.3853;60;24643899;16932008;38;37;1
196.387;60;24642639;16823492;38;37;1
197.3886;60;24641379;16822916;38;37;1
198.3911;60;24645544;16824820;38;37;1
199.3929;60;24644389;16824292;38;37;1
200.3944;60;24643269;16823780;38;37;1
201.396;60;24642009;16823204;38;37;1
202.3976;60;24640749;16822628;38;37;1
